Movie_Name,Genres,Cast,Original_Language,Vote_Average,Budget_USD
William Tell,"['Action', 'Biography', 'Drama', 'History', 'War']","['Ellie Bamber', 'Connor Swindells', 'Ben Kingsley', 'Jonathan Pryce', 'Jonah Hauer-King', 'Golshifteh Farahani', 'Claes Bang', 'Emily Beecham', 'Rafe Spall', 'Diarmaid Murtagh', 'Amar Chadha-Patel', 'Sam Keeley', 'Éanna Hardwicke', 'Solly McLeod', 'Paul Bullion', 'Jake Dunn', 'Samuel Edward-Cook', 'Aron von Andrian']",['English'],6.3,$0
Return to Paradise,['Drama'],"['Anna Samson', 'Lloyd Griffith', 'Tai Hara', 'Catherine McClements', 'Celia Ireland', 'Aaron L. McGrath', 'Andrea Demetriades', 'Ron Smyck', ""Ardal O'Hanlon"", 'Geneviève Lemon', 'Peter Phelps', 'Tara Morice', 'Naomi Sequeira', 'Jeremy Lindsay Taylor', 'Harry Greenwood', 'Airlie Dodds', 'Hugo Johnstone-Burt', 'Jenni Baird']",['English'],7.0,$0
Ellis,"['Crime', 'Drama']","['Sharon D. Clarke', 'Andrew Gower', 'Allison Harding', 'Josh Bolt', 'Wayne Foskett', 'Sam Marks', 'Tom McKay', 'Amanda Drew', 'Aoibheann McCann', 'Rina Mahoney', ""Barry O'Connor"", 'William Travis', 'Chris Reilly', 'Stephanie Levi-John', 'Charlie de Melo', 'Catherine Walker', 'Michael Simkins', 'Kirsten Foster']",['Not_Found'],7.6,$0
The Tale of Lady Ok,"['Drama', 'History', 'Romance']","['Lim Ji-yeon', 'Choo Young-woo', 'Yeonwoo', 'Kim Jae-Won', 'Lee Jae-won', 'Sung Dong-il', 'Kim Mi Sook', 'Lee Seo-hwan', 'Son Na-eun', 'Yun Ji-hye', 'Oh Dae-hwan', 'Kim Jae-hwa', 'Heo Joon-seok', 'Ha Yul-Ri', 'Song Young-kyu', 'Jeon Ik-ryeong', 'Hong Jin-gi', 'Jung Soo-young']",['Korean'],8.0,$0
Let's Start a Cult,['Comedy'],"['Stavros Halkias', 'Katy Fullan', 'Wes Haney', 'CM Punk', 'Scotty Nelson', 'Leslie Zang', 'Nathan Min', ""Clare O'Kane"", 'Edy Modica', 'Sarah Charipar', 'Ethan Suplee', 'Robert Kelly', 'Jeanne Sparrow', 'Tom Papa', 'Kate Buddeke', 'Bob Thorson', 'Rachel Cerda', 'Arlieta Hall']",['Not_Found'],5.9,$0
Long Gone Heroes,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Eden Brolin', 'Andy Garcia', 'Melissa Leo', 'Frank Grillo', 'George Carroll', 'Beau Knapp', 'Wendy Moniz', 'Josh Hutcherson', 'Juan Pablo Raba', 'Mekhi Phifer', 'Santiago Lozano', 'Manases Vasquez', 'María Velilla', 'Daniel Páez', 'Gustavo Giraldo', 'Margarita Guzman', 'Lia Nessim', 'Rigan Machado']",['English'],5.1,$20.0M
Delicious in Dungeon,"['Animation', 'Adventure', 'Comedy', 'Fantasy']","['Kentarô Kumagai', 'Sayaka Senbongi', 'Asuna Tomari', 'Hiroshi Naka', 'Satoshi Mikami', 'Saori Hayami', 'Emily Rudd', 'Damien C. Haas', 'SungWon Cho', 'Casey Mongillo', 'Akira Miki', 'Wataru Kato', 'Mitsuho Kambe', 'Shinji Kawada', 'Todd Haberkorn', 'Lisa Reimold', 'Marin M. Miller', 'Cedric L. Williams']",['Japanese'],8.0,$0
Bystanders,"['Horror', 'Thriller']","['Jamie Alvey', 'Brandi Botkin', 'John Conners', 'Erica Dodt', 'Hannah Fierman', 'Deaton Gabbard', 'Zach Hurley', 'Callie Kirk', 'Mary Beth McAndrews', 'Chaney Morrow', 'Garrett Murphy', 'Eric Six', 'Bob Wilcox']",['English'],3.8,$0
Afraid,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']","['John Cho', 'Katherine Waterston', 'Keith Carradine', 'Havana Rose Liu', 'Lukita Maxwell', 'Ashley Romans', 'David Dastmalchian', 'Wyatt Lindner', 'Isaac Bae', 'Bennett Curran', 'Greg Hill', 'Riki Lindhome', 'Ashton Essex Bright', 'Mason Shea Joyce', 'River Drosche', 'Todd Waring', 'Simon Craig Raynes', 'Rogelio Douglas III']",['English'],5.2,$12.0M
Tarot,['Horror'],"['Harriet Slater', 'Adain Bradley', 'Jacob Batalon', 'Avantika', 'Humberly González', 'Wolfgang Novogratz', 'Larsen Thompson', 'Olwen Fouéré', 'Suncica Milanovic', 'Alan Wells', 'Anna Halberg', 'Cavin Cornwall', 'Joss Carter', 'Lucy Ridley', 'Felix Leech', 'James Swanton', 'Vahidin Prelic', 'Stasa Nikolic']",['English'],4.8,$8.2M
Ask Me What You Want,"['Drama', 'Romance', 'Thriller']","['Gabriela Andrada', 'Mario Ermito', 'Celia Freijeiro', 'David Solans', 'Alba Ribas', 'Joel Bosqued', 'Alicia Bercán', 'Anna Karinvinge', 'Fernando Oyagüez', 'Paco Tous', 'Adriana Fornés', 'Daniel Muriel', 'Lucas Fuica', 'Alex Hafner', 'Eliya Shenhav', 'Iñigo Galiano', 'Pino Montesdeoca', 'Eva Barrul']",['Spanish'],3.4,$0
Fighter,"['Action', 'Drama']","['Hrithik Roshan', 'Deepika Padukone', 'Anil Kapoor', 'Karan Singh Grover', 'Akshay Oberoi', 'Ramon Chibb', 'Rishabh Sawhney', 'Sanjeeda Sheikh', 'Ashutosh Rana', 'Sanjiv Chopra', 'Chandan Anand', 'Seerat Mast', 'Talat Aziz', 'Sharib Hashmi', 'Chandra Shekhar Dutta', 'Aditi Sandhya Sharma', 'Banveen Singh', 'Vinay Varma']","['Hindi', 'English']",6.2,$3.0M
Crá,"['Crime', 'Drama', 'Thriller']","['Dónall Ó Héalai', 'Hannah Brady', 'Alex Murphy', 'Barry McGovern', 'Niall Mac Eachmharcaigh', 'Tara Breathnach', 'Alan Mahon', 'Caoimhe Farren', 'Andrea Emmett', 'Denis Grindel', 'Roisin Murphy', 'Colm Mac Giolla Easbuic', 'Maggie Hannon', 'Joe Cullen', 'Eoghan Mac Giolla Bhrighde', 'Niall Cusack', 'Marybeth Herron', 'Charlie Bonner']",['Irish Gaelic'],7.0,$0
Mary & George,"['Drama', 'History']","['Julianne Moore', 'Nicholas Galitzine', 'Tony Curran', ""Mark O'Halloran"", 'Niamh Algar', 'Adrian Rawlins', 'Jacob McCarthy', 'Rina Mahoney', 'Emily Fairn', 'Amelia Gething', 'Trine Dyrholm', 'Tom Victor', 'Alice Grant', 'Sean Gilder', 'Samuel Blenkin', 'Laurie Davidson', 'Pearl Chanda', 'Mirren Mack']",['English'],6.8,$0
Mr. Plankton,"['Comedy', 'Romance']","['Woo Do-Hwan', 'Lee Yoo-mi', 'Oh Jung-se', 'Kim Hae-sook', 'Kim Min-Seok', 'Lee El', 'Kim Soo-jin', 'Rich Ting', 'John Choi', 'Lee Hae-young', 'Andrew Lee', 'Song Yoo-hyun', 'Alex Landi', 'Oh Dae-hwan', 'Jo Han-chul', 'Ahn Suk-hwan', 'Park Ji-yeon', 'Jo Yoo-jeong']",['Korean'],8.1,$0
Look Back,['Not_Found'],"['Yumi Kawai', 'Mizuki Yoshida', 'Yôichirô Saitô', 'Kôta Oka', 'Kureha Maki', 'Kôya Yoshihashi', 'Takeshi Miyajima', 'Daisuke Takahashi', 'Jun Itô', 'Kaori Takeuchi', 'Masumi Taira', 'Rina Endô', 'Taisei Miyagishi', 'Minori Takanami', 'Shinnosuke Tokudome', 'Nanaka Shôgaki', 'Haruto Shima', 'Sakura Tsutsumi']",['Japanese'],7.8,$0
Upgraded,['Not_Found'],"['Camila Mendes', 'Archie Renaux', 'Marisa Tomei', 'Lena Olin', 'Anthony Head', 'Thomas Kretschmann', 'Grégory Montel', 'Rachel Matthews', 'Fola Evans-Akingbola', 'Aimee Carrero', 'Andrew Schulz', 'Saoirse-Monica Jackson', 'Matteo Lane', 'Juliet Agnes', 'Akshay Shah', 'Jack Hewitt', 'Renny Krupinski', 'Chloe Wade']",['English'],6.1,$0
Jackpot!,['Not_Found'],"['John Cena', 'Awkwafina', 'Simu Liu', 'Seann William Scott', 'Marian Green', 'David Conk', 'Josh Diogo', 'Rosanna Scotto', 'Dolly De Leon', 'Conor McCullagh', 'Shannon Mayers', 'Brian Ashton Smith', 'Murray Hill', 'Becky Ann Baker', 'Adam Ray', 'Rylea Hendreschke', 'Sam Asghari', 'Monique Ganderton']",['English'],5.8,$0
The Front Room,['Not_Found'],"['Brandy Norwood', 'Andrew Burnap', 'Kathryn Hunter', 'Neal Huff', 'David Manis', 'Mary Catherine Wright', 'Ellen J. Maddow', 'Mary Testa', 'Morgen McKynzie', 'Kerry Flanagan', 'Wendy Heagy', 'Rueby Wray', 'Chasity Orr', 'Charlize Orr', 'Scottie DiGiacomo', 'Toree Hill', 'Desi Ramos']",['English'],4.6,$0
Ghostlight,['Not_Found'],"['Keith Kupferer', 'Katherine Mallen Kupferer', 'Tara Mallen', 'Dolly De Leon', 'Hanna Dworkin', 'Dexter Zollicoffer', 'H.B. Ward', 'Tommy Rivera-Vega', 'Alma Washington', 'Matthew C. Yee', 'Marlene Slaughter', 'Bradley Grant Smith', 'Lia Cubilete', 'Cindy Gold', 'Charlie Lubeck', 'Francis Guinan', 'Sarab Kamoo', 'Charin Alvarez']",['English'],7.6,$0
Nautilus,['Not_Found'],"['Shazad Latif', 'Georgia Flood', 'Céline Menville', 'Luke Arnold', 'Jacob Collins-Levy', 'Kayden Price', 'Benedict Hardie', 'Arlo Green', 'Tyrone Ngatai', 'Ling Cooper Tang', 'Pacharo Mzembe', 'Ashan Kumar', 'Elvis', 'Damien Garvey', 'Cameron Cuffe', 'Andrew Shaw', 'Thierry Frémont', 'Socratis Otto']",['English'],6.6,$0
Love Next Door,['Not_Found'],"['Jung Hae-in', 'Jung So-min', 'Kim Ji-eun', 'Yun Jion', 'Park Ji-young', 'Jo Han-chul', 'Jang Young-nam', 'Lee Seung-joon', 'Jun Suk-ho', 'Lee Seung-hyub', 'Kim Geum-soon', 'Han Ye-ju', 'So-Young Sim', 'Lee Ji-hae', 'Shim Ji Yoo', 'Oh Eun-Seo', 'Cho Yeo-joon', 'Seo Ji-hye']",['Korean'],7.7,$0
Murder Mindfully,['Not_Found'],"['Emily Cox', 'Tom Schilling', 'Murathan Muslu', 'Peter Jordan', 'Britta Hammelstein', 'Pamuk Pilavci', 'Marc Hosemann', 'Johannes Allmayer', 'Sascha Alexander Gersak', 'Alex Czerwinski', 'Ben Hartmann', 'Marie Rathscheck', 'Kasem Hoxha', 'Bernd Hölscher', 'Monika Freinberger', 'Mathias Datow', 'Amer El-Erwadi', 'Masha Tokareva']","['English', 'German']",7.4,$0
Under Paris,['Not_Found'],"['Bérénice Bejo', 'Nassim Lyes', 'Léa Léviant', 'Sandra Parfait', 'Aksel Ustun', 'Aurélia Petit', 'Marvin Dubart', 'Daouda Keita', 'Ibrahima Ba', 'Anne Marivin', 'Stéphane Jacquot', 'Jean-Marc Bellu', 'Nagisa Morimoto', 'Yannick Choirat', 'Iñaki Lartigue', 'Victor Pontecorvo', 'Thomas Espinera', 'Anaïs Parello']","['French', 'English']",5.2,$27.3M
The Marlow Murder Club,['Not_Found'],"['Samantha Bond', 'Jo Martin', 'Cara Horgan', 'Natalie Dew', 'Phill Langhorne', 'Rita Tushingham', 'Sophia Ally', 'Ian Barritt', 'Niall Costigan', 'Holli Dempsey', 'Mark Frost', 'Juliet Howland', 'Ella Kenion', 'Daniel Lapaine', 'Phillipa Peak', 'Ethan Quinn', 'Tijan Sarr', 'Umit Ulgen']",['English'],7.2,$0
Armor,['Not_Found'],"['Jason Patric', 'Sylvester Stallone', 'Josh Wiggins', 'Dash Mihok', 'Blake Shields', 'Josh Whites', 'Jeff Chase', 'Martin Bats Bradford', 'Erin Ownbey', 'Justin William Davis', 'Matthew Rimmer', 'Joel Cohen', 'Laney Taylor', 'Beau Bommarito', 'Miller Garfinkel', 'Billy Viores', 'Leslee Emmett', 'Austin Zelan']",['English'],3.5,$0
The Girl in the Pool,['Not_Found'],"['Freddie Prinze Jr.', 'Kevin Pollak', 'Monica Potter', 'Angie Ayala', 'Brielle Barbusca', 'Dionysio Basco', 'Rickey Eugene Brown', 'Micah Giovanni', 'Tyler Lawrence Gray', 'Gabrielle Haugh', 'Rushi Kota', 'Jake McLean', 'Jaylen Moore', 'Jaedon Rio', 'Ciel Shi', 'Michael Sirow', 'Suteara Vaughn', 'Jill Whelan']",['English'],4.2,$0
Lisa Frankenstein,['Not_Found'],"['Kathryn Newton', 'Liza Soberano', 'Jenna Davis', 'Trina LaFargue', 'Paola Andino', 'Joshua Montes', 'Chris Greening', 'Mae Anglim', 'Joey Harris', 'Henry Eikenberry', 'Jennifer Pierce Mathus', 'Luke Sexton', 'Ayla Miller', 'Jailyn Rae', 'Bryce Romero', 'Cole Sprouse', 'Carla Gugino', 'Joe Chrest']",['English'],6.1,$13.0M
The Platform 2,['Not_Found'],"['Milena Smit', 'Hovik Keuchkerian', 'Natalia Tena', 'Óscar Jaenada', 'Ivan Massagué', 'Zorion Eguileor', 'Bastien Ughetto', 'Armando Buika', 'Pedro Bachura', 'Antonia San Juan', 'Alexandra Masangkay', 'Emilio Buale', 'Albert Pla', 'Gorka Zufiaurre', 'Ken Appledorn', 'Hoji Fortuna', 'Mariamu Toure', 'Sesinou Henriette']",['Spanish'],4.9,$0
La Cocina,['Not_Found'],"['Raúl Briones', 'Rooney Mara', 'Anna Díaz', 'Motell Gyn Foster', 'Laura Gómez', 'Oded Fehr', 'Eduardo Olmos', 'Soundos Mosbah', 'James Waterston', 'Lee Sellars', 'Spenser Granese', 'Bernardo Velasco', 'Esteban Caicedo', 'Nebli Basani', 'José Luis Pérez', 'Gustavo Melgarejo', 'Pía Laborde-Noguez', 'Shavanna Calder']","['English', 'Spanish', 'French', 'Arabic']",7.3,$0
The Southern Chronicles,['Not_Found'],"['Dziugas Grinys', 'Robertas Petraitis', 'Digna Kulionyte', 'Irena Sikorskyte', 'Vaidile Juozaityte', 'Rasa Samuolyte', 'Matas Dirgincius', 'Dovile Silkaityte', 'Algirdas Dainavicius', 'Neringa Varnelyte', 'Dainius Gavenonis', 'Vaidotas Martinaitis', 'Julius Zalakevicius', 'Sarunas Rapolas Meliesius']",['Lithuanian'],8.9,$0
Sanctuary: A Witch's Tale,['Not_Found'],"['Elaine Cassidy', 'Hazel Doupe', 'Stephanie Levi-John', 'Amy De Bhrún', ""Valerie O'Connor"", 'Kelly Campbell', 'Stephen Lord', ""Adam Isla O'Brien"", 'Barry John Kinsella', 'Daniel Adegboyega', 'Keith McErlean', 'Darragh Gilhooly', 'Holly Sturton', 'Sophie Mensah', 'Chris Newman', ""Cal O'Driscoll"", 'Elish Liburd', 'Charlie Geany']",['English'],6.0,$0
The Piano Lesson,['Not_Found'],"['Samuel L. Jackson', 'John David Washington', 'Danielle Deadwyler', 'Ray Fisher', 'Corey Hawkins', 'Michael Potts', 'Skylar Aleece Smith', 'Stephan James', 'Erykah Badu', 'Malik J Ali', 'Charity Jordan', 'Isaiah Gunn', 'Matrell Smith', 'Jerrika Hinton', 'Gail Bean', 'Eilan Joseph', 'Pauletta Washington', 'Olivia Washington']",['English'],6.2,$0
Luther: Never Too Much,['Not_Found'],"['Jamie Foxx', 'Mariah Carey', 'Luther Vandross', 'Patti LaBelle', 'Richard Marx', 'Dionne Warwick', 'Nile Rodgers', 'Roberta Flack', 'Nick Ashford', 'Valerie Simpson', 'Danyel Smith', 'Marcus Miller', 'Lisa Fischer', 'Alfonzo Thornton', 'Kevin Owens', 'Cheryl Lynn', 'Nat Adderley Jr.', 'Robin Clark']",['English'],8.3,$0
Someone Like You,['Not_Found'],"['Sarah Fisher', 'Jake Allyn', 'Lynn Collins', 'Robyn Lively', 'Bart Johnson', 'Scott Reeves', 'Austin Robert Russell', 'Brandon Hirsch', 'Mary Marguerite Hall', 'Lindsay Ross Davenport', 'Robert Way', 'Yvonne Landry', 'Sharon Parra', 'Jenique Bennett', 'Lisa Buttrum', 'Robert G. Harris', 'Jesse Lunsford', ""D'Reec Z. Norton""]",['English'],5.7,$0
Lady in the Lake,['Not_Found'],"['Natalie Portman', 'Moses Ingram', ""Y'lan Noel"", 'Brett Gelman', 'Byron Bowers', 'Noah Jupe', 'Josiah Cross', 'Mikey Madison', 'Pruitt Taylor Vince', 'Wood Harris', 'Tyrik Johnson', 'Samir Royal', 'Dylan Arnold', 'Jennifer Mogbock', 'Bianca Belle', 'Charlie Hofheimer', 'Veralyn Jones', 'Angela Robinson']",['English'],6.0,$0
Kishkindha Kaandam,['Not_Found'],"['Asif Ali', 'Vijayaraghavan', 'Aparna Balamurali', 'Ashokan', 'Jagadish', 'Shebin Benson', 'Nizhalgal Ravi', 'Major Ravi', 'Nishan', 'Gibin Gopinath', 'Saheer Mohammed', 'Kottayam Ramesh', 'Krishnan Balakrishnan', 'Anoop Ramesh', 'Amal Raj', 'Vyshnavi Raj', 'Bilas Chandrahasan Nair', 'Aarav Sumesh']",['Malayalam'],8.0,$0
We Were the Lucky Ones,['Not_Found'],"['Joey King', 'Logan Lerman', 'Hadas Yaron', 'Robin Weigert', 'Lior Ashkenazi', 'Amit Rahav', 'Eva Feiler', 'Henry Lloyd-Hughes', 'Moran Rosenblatt', 'Sam Woolf', 'Lihi Kornowski', 'Marina Bye', 'Ido Samuel', 'Marin Hinkle', 'Michael Aloni', 'Elliot Levey', 'Pelle Heikkilä', 'Madeleine Worrall']",['English'],7.7,$0
Cry Wolf,['Not_Found'],"['Eva Melander', 'Eliot Sumner', 'Henrik Dorsin', 'Amed Bozan', 'Nora Bredefeldt', 'Hannes Fohlin', 'Albin Grenholm', 'Olle Sarri', 'Eero Milonoff', 'Lykke Fransson', 'Vidmantas Fijalkauskas', 'Mykolas Vildziunas', 'Mikaela Pålsson', 'Jesper Sjölander', 'Marcus Stenberg', 'Otto Nyholm', 'Lisa Larsson', 'Inga Kempe']",['Swedish'],5.8,$0
Canary Black,['Not_Found'],"['Kate Beckinsale', 'Rupert Friend', 'Ray Stevenson', 'Jaz Hutchins', 'Goran Kostic', 'Ben Miles', 'Romina Tonkovic', 'Rok Juricic', 'Masayoshi Haneda', 'Emma Gojkovic', 'Saffron Burrows', 'Michael Brandon', 'Jeff Mirza', 'Rui Shang', 'Ana Cilas', 'Luis Torrecilla', 'Andrei Lenart', 'Patrick Pearson']",['English'],5.4,$0
Night of the Zoopocalypse,['Not_Found'],"['David Harbour', 'Bryn McAuley', 'Paul Sun-Hyung Lee', 'Kyle Derek', 'Scott Farley', 'Joshua Graham', 'Gabbi Kosmidis', 'Heather Loreto', 'Christina Nova', 'Carolyn Scott', 'Pierre Simpson', 'Scott Thompson', 'Rob Tinkler']",['English'],7.5,$0
The Devil's Bath,['Not_Found'],"['Anja Plaschg', 'Maria Hofstätter', 'David Scheid', 'Tim Valerian Alberti', 'Natalija Baranova', 'Franziska Holzer', 'Elmar Kurz', 'Agnes Lampl', 'Claudia Martini', 'Camilla Schilia', 'Annemarie Schwarzenberger', 'Elias Schützenhofer', 'Lukas Walcher']",['German'],6.6,$0
The Last Night at Tremore Beach,['Not_Found'],"['Javier Rey', 'Ana Polvorosa', 'Guillermo Toledo', 'Pilar Castro', 'Carla Quílez', 'Jordi Catalán', 'Nora Navas', 'Carlota Olcina', 'Andrés Zambrana', 'Fidel', 'Josean Bengoetxea', 'Carme Pla', 'David Bagés', 'Laura Gaja', 'Maarten Dannenberg', 'Biel Crespi', 'Antonio Buíl', 'David Climent']",['Spanish'],7.1,$0
Rebel Moon - Part Two: The Scargiver,['Not_Found'],"['Sofia Boutella', 'Djimon Hounsou', 'Ed Skrein', 'Michiel Huisman', 'Bae Doona', 'Ray Fisher', 'Anthony Hopkins', 'Staz Nair', 'Fra Fee', 'Cleopatra Coleman', 'Stuart Martin', 'Ingvar Sigurdsson', 'Alfonso Herrera', 'Cary Elwes', 'Rhian Rees', 'Elise Duffy', 'Sky Yang', 'Charlotte Maggi']",['English'],5.3,$83.0M
Time Bandits,['Not_Found'],"['Lisa Kudrow', 'Kal-El Tuck', 'Tadhg Murphy', 'Roger Jean Nsengiyumva', 'Rune Temte', 'Rachel House', 'Kiera Thompson', 'Charlyne Yi', 'Ben Fransham', 'Mike Minogue', ""Karen O'Leary"", 'Shane Rangi', 'Jemaine Clement', 'Taika Waititi', 'Jonny Brugh', 'James Dryden', 'Felicity Ward', 'Wayne Colley']",['English'],6.1,$0
Twilight of the Gods,['Not_Found'],"['Sylvia Hoeks', 'Stuart Martin', 'Rahul Kohli', 'Birgitte Hjort Sørensen', 'Paterson Joseph', 'Jamie Clayton', 'Peter Stormare', 'Pilou Asbæk', 'Kristofer Hivju', 'Thea Sofie Loch Næss', 'Ólafur Darri Ólafsson', 'Jamie Chung', 'Hakeem Kae-Kazim', 'John Noble', 'Anya Chalotra', 'Yetide Badaki', 'Jessica Henwick', 'Ray Porter']",['English'],7.3,$0
Lovely Runner,['Not_Found'],"['Byeon Woo-seok', 'Kim Hye-yoon', 'Lee Seung-hyub', 'Song Geon-hee', 'Jung Young-joo', 'Seo Hye-won', 'Song Ji-ho', 'Sung Byoung-sook', 'Jeon Young', 'Su-A Shin', 'Lee Woo-Je', 'Oh Se-young', 'Jeong A-Jeong', 'Han Seung-Yeon', 'Kim Soo-oh', 'Geon-rak Park', 'Jang Eun-seo', 'Kim Won-hae']",['Korean'],8.6,$0
Take Cover,['Not_Found'],"['Scott Adkins', 'Jack Parr', 'Alice Eve', 'Madalina Bellariu Ion', 'Alba De Torrebruna', 'Renars Latkovskis', 'Lucy Cork', 'Peter Caulfield', 'Tom Leigh', 'Nik Goldman', 'Ada Michaels-Mason', 'Sofian Francis', 'Billy Clements', 'Myley Nicholl', 'Obie Matthew', 'Patrick Pearson']",['English'],5.1,$0
Arthur the King,['Not_Found'],"['Mark Wahlberg', 'Simu Liu', 'Juliet Rylance', 'Nathalie Emmanuel', 'Ali Suliman', 'Bear Grylls', 'Paul Guilfoyle', 'Rob Collins', 'Alani Ilongwe', 'Cece Valentina', 'Roger Wasserman', 'Oscar Best', 'Theodore Johns', 'Jonathan Lopez', 'Michael Landes', 'Angie Berube', 'Andrés Castillo', 'Luke Grozenski']",['English'],7.0,$0
Ricky Stanicky,['Not_Found'],"['Zac Efron', 'John Cena', 'Andrew Santino', 'Riley Stiles', 'Oscar Wilson', 'Gaius Nolan', 'Brian Jarvis', 'Jackie Flynn', 'Kevin J. Flynn', 'Jasmine Anders', 'Lex Scott Davis', 'Stan Grant', 'Dieu Vieil Mbelo', 'Alieu Chol', 'Bol Cinwel', 'Louis Ecaldre', 'Samson Madu', 'Takudzwa Matsatsa']",['English'],6.2,$0
Paris Has Fallen,['Not_Found'],"['Tewfik Jallab', 'Ritu Arya', 'Sean Harris', 'Emmanuelle Bercot', 'Paul Gorostidi', 'Ana Ularu', 'Camille Rutherford', 'Jérémie Covillault', 'Nagisa Morimoto', 'John Hopkins', 'Clémentine Baert', 'Amal Affani', 'Omar Mebrouk', 'Fred Ledoux', 'Nathan Willcocks', 'Jamie Maclachlan', 'Kriss Dosanjh', 'Laurent Lucas']","['English', 'French']",6.5,$0
Aavesham,['Not_Found'],"['Fahadh Faasil', 'Hipzster', 'Mithun Jai Shankar', 'Roshan Shanavas', 'Sajin Gopu', 'Midhutty', 'Mansoor Ali Khan', 'Pooja Mohanraj', 'Ashish Vidyarthi', 'Neeraja Rajendran', 'Pramod Velliyanad', 'Sreejith Nair', 'Krishna Kumar', 'Freestyle Krishna', 'Himanshu', 'Thankam Mohan', 'Preety Bhardwaj', 'Gaurav Mahaur']",['Malayalam'],7.8,$0
Girl Haunts Boy,['Not_Found'],"['Peyton List', 'Michael Cimino', 'Andrea Navedo', 'Phoebe Holden', 'Brandon Micheal Hall', 'Christine M. Campbell', 'Samantha Everett', 'Ethan Herschenfeld', 'Shivani Mendez', 'Sharleen Shayan', 'Taip Ceman', 'Jason Kisare', 'Michael Castillejos', 'Chloé Guerin', 'Justin Jasiewicz', 'Ilda Mason', ""Booch O'Connell"", 'Raina Pellinger']",['English'],6.3,$0
The Bad Shepherd,['Not_Found'],"['Christos Kalabogias', 'Scotty Tovar', 'Justin Taite', 'Brett Zimmerman', 'Geo Santini', 'Annie Gonzalez', 'Andrew Pagana', 'Courtney Blythe Turk', 'Wolfgang Weber', 'Douglas Smith']",['English'],4.4,$0
Nightsleeper,['Not_Found'],"['Joe Cole', 'Lois Chimimba', 'Alexandra Roach', 'Scott Reid', 'Katie Leung', 'Adam Mitchell', 'Sharon Rooney', 'Alex Ferns', 'Parth Thakerar', 'James Cosmo', 'Ruth Madeley', 'Pamela Nomvete', 'Leah MacRae', 'Sharon Small', 'David Threlfall', 'Micah Balfour', 'Jasmine Naziha Jones', 'Remy Beasley']",['English'],6.6,$0
Like Water for Chocolate,['Not_Found'],"['Irene Azuela', 'Azul Guaita', 'Ana Valeria Becerril', 'Andrea Chaparro', 'Andres Baida', 'Alexa Archundia', 'Mauricio García Lozano', 'Ari Brickman', 'Louis David Horné', 'Francisco Angelini', 'Lesslie Apodaca', 'Marco Dzul', 'Manuel Cruz Vivas', 'Ángeles Cruz', 'Héctor Holten', 'Luis Curiel', 'Geraldine Zinat', 'Antonio Zúñiga']","['Spanish', 'English']",7.6,$0
Ordinary Angels,['Not_Found'],"['Hilary Swank', 'Alan Ritchson', 'Emily Mitchell', 'Skywalker Hughes', 'Nancy Travis', 'Tamala Jones', 'Don Mike', 'Ryan Allen', 'Drew Powell', 'Andrea del Campo', 'Dempsey Bryk', 'Stephanie Sy', 'Curtis Moore', 'Erik Athavale', 'Neil Shah', 'David Lawrence Brown', 'Cliff Sumter', 'Darcy Fehr']",['English'],7.4,$13.0M
Armand,['Not_Found'],"['Renate Reinsve', 'Ellen Dorrit Petersen', 'Endre Hellestveit', 'Thea Lambrechts Vaulen', 'Øystein Røger', 'Vera Veljovic-Jovanovic', 'Assad Siddique', 'Patrice Demoniere', 'Janne Heltberg', 'Maria Agwumaro', 'Loke Nikolaisen', 'Luna Elisa Diurhuus Levy', 'Marianne Jonger', 'Karen Chika Gjølmesli', 'Jan Olav Larssen', 'Øyunn']","['Norwegian', 'English']",6.2,$0
Boy Swallows Universe,['Not_Found'],"['Simon Baker', 'Bryan Brown', 'Phoebe Tonkin', 'Anthony LaPaglia', 'Lee Tiger Halley', 'Sophie Wilde', 'Travis Fimmel', 'Christopher James Baker', 'Toby Schmitz', 'Rob Carlton', 'Felix Cameron', 'Adam Briggs', 'Zachary Wan', 'Eloise Rothfield', 'Auden Ryan', 'Jake Cockburn', 'HaiHa Le', 'Aimee Duroux']",['English'],7.9,$0
Timestalker,['Not_Found'],"['Alice Lowe', 'Jacob Anderson', 'Nick Frost', 'Tanya Reynolds', 'Aneurin Barnard', 'Eleanor Barrett', 'Boyd Clack', 'Kate Dickie', 'Holly-Jane Shears', 'Dan Renton Skinner', 'Flik Swan', 'Gerald Tyler', 'Mike Wozniak', 'Zach Wyatt', 'Maurizio Posteraro']",['English'],5.5,$0
Baddies Midwest,['Not_Found'],"['Natalie Nunn', 'Scotlynd Ryan', 'Chrisean Rock', 'Gia Mayhem', 'Tesehki', 'Jelaminah Lanier', 'Yoshi Banks']",['English'],8.5,$0
Clear Cut,['Not_Found'],"['Clive Standen', 'Alec Baldwin', 'Stephen Dorff', 'Lochlyn Munro', 'Jesse Metcalfe', 'Tom Welling', 'Chelsey Reist', 'Mike Dopud', 'Lucy Martin', 'Tom Stevens', 'Kamaria Willow Purdy', 'Sophia Shaw', 'Laurie Love', 'Elena Sanchez', 'Fawn Damara Robson', 'Ryan Rathbun']",['English'],3.6,$0
