Movie_Name,Genres,Cast,Original_Language,Vote_Average,Budget_USD
The Pradeeps of Pittsburgh,['Not_Found'],"['Naveen Andrews', 'Sindhu Vee', 'Sahana Srinivasan', 'Arjun Sriram', 'Ashwin Sakthivel', 'Nicholas Hamilton', 'Ethan Suplee', 'Megan Hilty', 'Pete Holmes', 'Romy Rosemont', 'Beatrice Schneider', 'Zachary Rayment', 'Romy Weltman', 'Callum Shoniker', 'Brennan Clost', 'John Tench', 'Angela Besharah', 'Lindsay Leese']",['Not_Found'],6.2,$0
Geek Girl,['Not_Found'],"['Emily Carey', 'Emmanuel Imani', 'Liam Woodrum', 'Tim Downie', 'Rochelle Harrington', 'Jemima Rooper', 'Daisy Jelley', 'Hebe Beardsall', 'Sarah Parish', 'Sandra Yi Sencindiver', 'Zac Looker', 'Mia Jenkins', 'James Craven', 'Madeleine Price', 'Alana Boden', 'Hersha Verity', 'Matthew Jordan', 'James Murray']",['English'],6.7,$0
Omni Loop,['Not_Found'],"['Mary-Louise Parker', 'Ayo Edebiri', 'Carlos Jacott', 'Hannah Pearl Utt', 'Chris Witaske', 'Fern Katz', 'Steven Maier', 'Jennifer Bassey', 'Maddison Bullock', 'Riley Fincher-Foster', 'Jacob Bond', 'Harris Yulin', 'Eddie Cahill', 'Michael Laurino', 'Efren Hernandez', 'James Benson', 'Rick Moose', 'James Healy Jr.']",['English'],5.5,$0
Red Eye,['Not_Found'],"['Jing Lusi', 'Lesley Sharp', 'Jemma Moore', 'Richard Armitage', 'Dan Li', 'Cash Holland', 'Tai Yin Chan', 'Thomas Chaanhing', 'Mido Hamada', 'Aidan Cheng', 'Lucianne McEvoy', 'Jonathan Aris', 'Xiangyi Tan', 'Steph Lacey', 'Parker Sawyers', 'Daphne Cheung', 'Elaine Tan', 'Robert Gilbert']","['English', 'Chinese']",7.0,$0
Supacell,['Not_Found'],"['Tosin Cole', 'Nadine Mills', 'Josh Tedeku', 'Eric Kofi Abrefa', 'Adelayo Adedayo', 'Calvin Demba', 'Rayxia Ojo', 'Ky-Mani Carty', 'Michael Salami', 'Giacomo Mancini', 'Mickira Oji', 'Xavien Russell', 'Andy Thompson', 'Ghetts', 'Pamela Jikiemi', 'Sanchez Brown', 'Kojo Attah', 'Duayne Boachie']",['English'],7.0,$0
Apples Never Fall,['Not_Found'],"['Annette Bening', 'Sam Neill', 'Jake Lacy', 'Conor Merrigan Turner', 'Essie Randles', 'Georgia Flood', 'Jeanine Serralles', 'Dylan Thuraisingham', 'Alison Brie', 'Nate Mann', 'Paula Andrea Placido', 'Katrina Lenk', 'Timm Sharp', 'Pooja Shah', 'Ana Maria Belo', 'Giles Matthey', 'Madeleine Jones', 'Ling Cooper Tang']",['English'],6.7,$0
Amber Alert,['Not_Found'],"['Hayden Panettiere', 'Tyler James Williams', 'Kevin Dunn', 'Saidah Arrika Ekulona', 'Kurt Oberhaus', 'Katie McClellan', 'Ducky Cash', 'Claire Slemmer', 'Dinora Walcott', 'Jeffery Croft II', 'Tommy Kramer', 'Kruz Valero', 'Victoria Winn']",['English'],6.0,$0
My Favourite Cake,['Not_Found'],"['Lili Farhadpour', 'Esmaeel Mehrabi', 'Mansoore Ilkhani', 'Soraya Orang', 'Homa Mottahedin', 'Sima Esmaeili', 'Aman Rahimi', 'Azim Mashhadi', 'Saeed Payamipoor', 'Ali Asghar Nejat', 'Mehdi Pilevari', 'Mohammad Heidari', 'Khosro Abbasi', 'Mozaffar Esmaeili', 'Melika Pazouki', 'Efat Rasolinezhad', 'Amir Hossein Esfandiari', 'Shahin Karimi']",['Persian'],7.4,$0
Winter Spring Summer or Fall,['Not_Found'],"['Jenna Ortega', 'Percy Hynes White', 'Adam Rodriguez', 'Marisol Nichols', 'Elias Kacavas', 'Corynn Treadwell', 'Ahaise', 'Alexis Zollicoffer', 'Bridget Oberlin', 'Evangeline Barrosse', 'Kylee Anderson', 'Terran Lowe', 'B Z Cullins', 'Langi Tuifua', 'Larkin Bell', 'Garet Allen', 'Joey Miyashima', 'Wendy Joseph']",['English'],6.0,$0
Indiana Jones and the Great Circle,['Not_Found'],"['Troy Baker', 'Alessandra Mastronardi', 'Marios Gavrilis', 'Tony Todd', 'David Shaughnessy', 'Enrico Colantoni', 'Necar Zadegan', 'Grace Vorananth', 'Vithaya Pansringarm', 'Tom Beck', 'Carlo Rota', 'Joe Hernandez-Kolski', 'Daniele Monterosi', 'Anna Isbäck', 'Ingela Lundh', 'Denny Mendez', 'Kamar de los Reyes', 'Hal Rothwell']",['English'],9.0,$0
Manhunt,['Not_Found'],"['Tobias Menzies', 'Anthony Boyle', 'Lovie Simone', 'Will Harrison', 'Brandon Flynn', ""Damian O'Hare"", 'Glenn Morshower', 'Patton Oswalt', 'Matt Walsh', 'Hamish Linklater', 'Josh Stewart', 'Lili Taylor', 'Spencer Treat Clark', 'Antonio J Bell', 'Betty Gabriel', 'John Billingsley', 'C.J. Hoff', 'Anne Dudek']",['English'],7.2,$0
The Beast Within,['Horror'],"['Kit Harington', 'Ashleigh Cummings', 'Caoilinn Springall', 'James Cosmo', 'Andrei Nova', 'Adam Basil', 'Martina McClements', 'Ian Giles', 'Hugh Coles']",['English'],4.2,$0
Mary,['Drama'],"['Noa Cohen', 'Ido Tako', 'Ori Pfeffer', 'Hilla Vidor', ""Dudley O'Shaughnessy"", 'Anthony Hopkins', 'Ray Clark', 'Mili Avital', 'Stephanie Nur', 'Ait ben Azzouz Brahim', 'Gudmundur Thorvaldsson', 'Salim Benmoussa', 'Marie-Batoul Prenant', 'Aïssam Bouali', 'Keren Tzur', 'Charley Boon', 'Milo Djurovic', 'Mila Harris']",['English'],5.2,$0
Constellation,"['Sci-Fi', 'Thriller']","['Noomi Rapace', 'Jonathan Banks', ""James D'Arcy"", 'Rosie Coleman', 'Davina Coleman', 'Julian Looman', 'William Catlett', 'Barbara Sukowa', 'Henry David', 'Chipo Chung', 'Sadie Sweet', 'Lenn Kudrjawizki', 'Rebecca Scroggs', 'Carole Weyers', 'Sandra Teles', 'Bettina Hoppe', 'Eleanor Fanyinka', 'Clare-Hope Ashitey']",['English'],6.7,$0
The Franchise,['Comedy'],"['Himesh Patel', 'Aya Cash', 'Jessica Hynes', 'Billy Magnussen', 'Lolly Adefope', 'Darren Goldstein', 'Isaac Powell', 'Richard E. Grant', 'Daniel Brühl', 'Justin Edwards', 'Ruaridh Mollica', 'Gemma Acosta', 'Sandra Huggett', 'George Fouracres', 'John Cummins', 'Waleed Akhtar', 'Katherine Waterston', 'Nick Kroll']",['English'],6.5,$0
Invisible,['Drama'],"['Eric Seijo', 'Liv Dobner', 'Diego Montejo', 'Izan Fernández', 'Aura Garrido', 'Eva Rodríguez', 'Alejandro Gasco', 'Nicolás Costi', 'Iratxe Emparan', 'Youssef Bougarouane', 'Daniela Casas', 'Miki Esparbé', 'David Verdaguer', 'Manuel Sánchez Ramos', 'María Morales', 'Concha Delgado', 'Claudia Tercero Carsi', 'Marian Álvarez']",['Spanish'],7.2,$0
Watchmen: Chapter I,"['Animation', 'Action', 'Drama', 'Mystery', 'Sci-Fi']","['Troy Baker', 'Adrienne Barbeau', 'Corey Burton', 'Michael Cerveris', 'Jeffrey Combs', 'Grey Griffin', 'Kelly Hu', 'John Marshall Jones', 'Max Koch', 'Phil LaMarr', 'Yuri Lowenthal', 'Geoff Pierson', 'Matthew Rhys', 'Katee Sackhoff', 'Dwight Schultz', 'Jason Spisak', 'Kari Wahlgren', 'Rick D. Wasserman']",['English'],7.0,$0
The Painter,['Thriller'],"['Charlie Weber', 'Jon Voight', 'Madison Bailey', 'Max Montesi', 'Marie Avgeropoulos', 'Rryla McIntosh', ""Luisa d'Oliveira"", 'Leah Gibson', 'Jason Gray-Stanford', 'Stephen Lobo', 'Simon Tattersall', 'Ryder Miller', 'Doug Chapman', 'Ashleigh Kearns', 'Marissa Bruchmann', 'Todd Masters', 'Benjamin Jacobson', 'Bobby Stewart']",['English'],4.7,$0
Beauty in Black,['Drama'],"['Taylor Polidore Williams', 'Crystle Stewart', 'Amber Reign Smith', 'Xavier Smalls', 'Julian Horton', 'Steven G. Norfleet', 'Richard Lawson', 'Terrell Carter', 'Shannon Wallace', 'Charles Malik Whitfield', 'Debbi Morgan', 'Vernetta Leigh Rose', 'Ricco Ross', 'Joy Rovaris', 'Tamera Kissen', 'Ursula O. Robinson', 'Ashley Versher', 'Greg Clarkson']",['English'],5.4,$0
The Remarkable Life of Ibelin,"['Documentary', 'Animation', 'Biography']","['Jessica Carroll', 'Zoe Croft', 'Kelsey Ellison', 'Kai Simon Fredriksen', 'Ed Larkin', 'John Andrew Mclay', 'Mikkel Neilsen', 'Xenia-Anni Neilsen', 'Elena Pitsiaeli', 'Lisette Roovers', 'Mats Steen', 'Thomas Stene-Johansen', 'Sebastian Tjørstad', 'Paul Wild']","['English', 'Norwegian', 'Danish']",8.2,$0
Cellar Door,['Thriller'],"['Addison Timlin', 'Jordana Brewster', 'Scott Speedman', 'Laurence Fishburne', 'Chris Conner', ""Katie O'Grady"", 'Randy Sean Schulman', 'Jenny Lam Tien', 'Susannah Mars', 'Kyle Stoltz', 'Zach Feiner', 'Cycerli Ash', 'Jesaar Landavaso', 'Naiya Amilcar', 'Kiah Butts']",['English'],5.3,$0
Boot Camp,"['Comedy', 'Romance']","['Rachel Boudwin', 'Drew Ray Tanner', 'Emmanuelle Chriqui', 'Rachel Boyd', 'Martin Cummins', 'Ennis Esmer', 'Anisha Cheema', 'Tiffany Tong', 'Megan Peta Hill', 'Sarah-Jane Redmond', 'Will Verchere-Gopaulsingh', 'Rohain Arora', 'Nicholas Elia', 'Ashley Roxburgh', 'Rahat Saini', 'Mason Temple', 'Davis Michael Thomas', 'Mike Kovac']",['English'],5.7,$0
Our Little Secret,"['Comedy', 'Romance']","['Lindsay Lohan', 'Ian Harding', 'Kristin Chenoweth', 'Jon Rudnitsky', 'Katie Baker', 'Jake Brennan', 'Dan Bucatinsky', 'Tim Meadows', 'Judy Reyes', 'Ash Santos', 'Henry Czerny', 'Bobbie Eakes', 'Melinda Tanner', 'Mim Drew', 'Chris Parnell', 'Kurt Yue', 'Nathan Tutterrow', 'Jade Fernandez']",['English'],5.7,$0
The Exorcism,"['Horror', 'Thriller']","['Russell Crowe', 'Ryan Simpkins', 'Sam Worthington', 'Chloe Bailey', 'Adam Goldberg', 'Adrian Pasdar', 'David Hyde Pierce', 'Tracey Bonner', 'Marcenae Lynette', 'Joshua John Miller', 'Hallie Samuels', 'Hannah Black', 'Samantha Mathis', 'Anna Maria Reyer', 'Jayden Fontaine', 'Zach Bukarev', 'Chad Michael Baird', 'Marc Bellinger']",['English'],4.2,$22.0M
Blue Box,"['Animation', 'Comedy', 'Romance', 'Sport']","['Reina Ueda', 'Chiaki Kobayashi', 'Akari Kitô', 'Shoya Chiba', 'Yuma Uchida', 'Ryôka Yuzuki', 'Shôgo Sakata', 'Anna Nagase', 'Katsunori Okai', 'Asaki Yuikawa', 'Reo Osanai', 'Kousuke Kiminarita', 'Zach Aguilar', 'Kayli Mills', 'Xanthe Huynh', 'Caden Shaffer', 'Yuki Ono', 'Yûdai Mino']",['Japanese'],7.9,$0
The Regime,['Drama'],"['Kate Winslet', 'Matthias Schoenaerts', 'Guillaume Gallienne', 'Danny Webb', 'Andrea Riseborough', 'Henry Goodman', 'David Bamber', 'Rory Keenan', 'Louie Mynett', 'Martha Plimpton', 'Stanley Townsend', 'Alasdair Hankinson', 'Michael Colgan', 'Patrick Fusco', 'Lionel Desmazon', 'Kasia Madera', 'Karl Markovics', 'Julia Davis']",['English'],6.0,$0
Dead Boy Detectives,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Fantasy', 'Horror', 'Mystery']","['George Rexstrew', 'Jayden Revri', 'Kassius Nelson', 'Briana Cuoco', 'Ruth Connell', 'Yuyu Kitamura', 'Jenn Lyon', 'David Iacono', 'Joshua Colley', 'Lindsey Gort', 'Lukas Gage', 'Michael Beach', 'Max Jenkins', 'Caitlin Reilly', 'Lauren K. Robek', 'André Sogliuzzo', 'Vincent Gale', 'Kailey Spear']",['English'],7.5,$0
On Swift Horses,['Drama'],"['Daisy Edgar-Jones', 'Jacob Elordi', 'Will Poulter', 'Diego Calva', 'Sasha Calle', 'Chad Coe', 'Don Swayze', 'John Lee Ames', 'Eric Brenner', 'Patrick Burch', 'Kat Cunning', 'Dani Deetté', 'Jay Huguley', 'Andrew Keenan-Bolger', 'David Lovio', 'Kylar Miranda', 'Boone Platt', 'Ryan Shukis']",['English'],6.2,$0
Outbreak,"['Horror', 'Mystery', 'Thriller']","['Billy Burke', 'Raoul Max Trujillo', 'Alyshia Ochse', 'Taylor Handley', 'Jessica Frances Dukes', 'Dani Oliveros', 'Kylr Coffman']",['English'],4.5,$0
Criminal Record,"['Crime', 'Drama', 'Thriller']","['Peter Capaldi', 'Cush Jumbo', 'Aysha Kala', 'Dionne Brown', 'Shaun Dooley', 'Tom Moutchi', 'Charlie Creed-Miles', 'Stephen Campbell Moore', 'Jordan A. Nash', 'Cathy Tyson', 'Zoë Wanamaker', 'Ian Bonar', 'Georgina Rich', 'Maisie Ayres', 'Rasaq Kukoyi', 'Kaylen Luke', 'Janet Kumah', 'Joana Borja']",['English'],7.1,$0
Batman: Caped Crusader,"['Animation', 'Action', 'Adventure', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']","['Hamish Linklater', 'Jason Watkins', 'Diedrich Bader', 'John DiMaggio', 'Gary Anthony Williams', 'Eric Morgan Stuart', 'Michelle C. Bonilla', 'Krystal Joy Brown', 'Cedric Yarbrough', 'Grey Griffin', 'Bumper Robinson', 'Jeff Bennett', 'Kimberly Brooks', 'Jamie Chung', 'James Arnold Taylor', 'Yuri Lowenthal', 'Jason Marsden', 'Vincent Piazza']",['English'],7.3,$0
Dream Productions,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']","['Paula Pell', 'Richard Ayoade', 'Kensington Tallman', 'Maya Rudolph', 'Ally Maki', 'Ace Gibson', 'Amy Poehler', 'Maya Aoki Tuttle', 'Grey Griffin', 'Grace Lu', 'Lewis Black', 'Sumayyah Nuriddin-Green', 'Diane Lane', 'Kimberly Woods', 'Phyllis Smith', 'Liza Lapira', 'Giancarlo Sabogal', 'Tony Hale']",['English'],7.5,$0
Dear Santa,"['Comedy', 'Fantasy']","['Jack Black', 'Robert Timothy Smith', 'Keegan-Michael Key', 'Brianne Howey', 'Hayes MacArthur', 'Post Malone', 'P.J. Byrne', 'Jaden Carson Baker', 'Kai Cech', 'Cate Freedman', 'Gavin Munn', 'Lee Reyes', 'Bash Hagelin', 'Bryson Haney', 'Selah Kimbro Jones', 'Kyle Gass', 'Lindsay Rootare', 'Luke Chiappetta']",['English'],5.4,$0
Lick,['Romance'],"['Travis Burns', 'Brooke Lee', 'Drew Ater', 'Julia Vasi', 'Eric Brody', 'James Andrew Kientzy', 'Candice Rose', 'Joseph McNabb', 'Eva Ceja', 'Zack Mines', 'Andrew Steel', 'Amanda Tavarez', 'Alison Haselden', 'Ava Davis', 'Brendan Goshay', 'Harley Harlowe', 'Tom Key', 'Fred Galyean']",['English'],6.3,$0
Lost on a Mountain in Maine,"['Adventure', 'Drama', 'Family']","['Luke David Blumm', 'Paul Sparks', 'Caitlin FitzGerald', 'Griffin Wallace Henkel', 'Ethan Slater', 'Bates Wilder', 'Mason Cufari', 'Jacob Heimer', 'Laurent Rejto', 'Nancy Marie Nicosia', 'Bea Soong', 'Matthew Sean Blumm', 'Wayne Pyle', 'Ashlyn Alessi', 'Spencer Cohen', 'Theodore Copeland', 'Andrew Eldreth', 'Elijah George']",['English'],6.2,$0
Marry My Husband,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['Park Min-young', 'Na In-woo', 'Lee Yi-kyeong', 'Song Ha-yoon', 'Gong Min-jung', 'Choi Gyu-ri', 'Ha Do-kwon', 'Kim Joong-hee', 'Anzu Lawson', 'Nicole Fong', 'Kate Marley', 'Darren Keilan', 'Andrew Grace', 'Eugene Ko', 'Moon Sung-keun', 'Lee Gi-kwang', 'Jung Kyung-soon', 'Bae Geu-rin']",['Korean'],7.8,$0
Raising Voices,['Drama'],"['Nicole Wallace', 'Clara Galle', 'Aicha Villaverde', 'Teresa de Mera', 'Ivan Massagué', 'Gabriel Guevara', 'José Pastor', 'Daniel Lorenzo', 'Ruth Díaz', 'Eloy Azorín', 'Sara Rivero', 'Sami Gomez', 'Daniel Ortiz', 'Kamden Riley', 'Bella Asali', 'Mario Domínguez', 'Malva Vela', 'Rafa Álamos']",['Spanish'],7.2,$0
Rich Flu,"['Sci-Fi', 'Thriller']","['Mary Elizabeth Winstead', 'Rafe Spall', 'Lorraine Bracco', 'Dixie Egerickx', 'César Domboy', 'Timothy Spall', 'Jonah Hauer-King', 'Dayana Esebe', 'Richard Sammel', 'Luke Adlam', 'Astrid Jones', 'Lobo Chan', 'Manuel Soro', 'Emilio Buale', 'José Luís Madariaga', 'Alexandra Masangkay', 'Zorion Eguileor', 'Diogo Sales']",['English'],7.9,$0
The Program,['Documentary'],"['Bryan Bender', 'Scott Bray', 'Tim Burchett', 'André Carson', 'David Clarke', 'Peter Coyote', 'David Fravor', 'Sarah Gamm', 'Kirsten Gillibrand', 'Ryan Graves', 'David Grusch', 'Leslie Kean', 'Lenval Logan', 'Kirk McConnell', 'Gary McKinnon', 'Chris Mellon', 'Garry Nolan', 'Nick Pope']",['Not_Found'],7.2,$0
Dating Naked UK,"['Game-Show', 'Reality-TV']","['Rylan Clark', 'Tiegan Rudge', 'Mike Durrant', 'Dominik Herbert', 'Lauren Beschi', 'Billy Field', 'Romeo Larmond', 'Tiarne Butler', 'Jono Brown', 'Emily Ivy', 'Dan Ash', 'Zach Schaefer', 'Sean Wepener', 'Leylah Linda', 'Joey Staerkle', 'Monika Lara Smith', 'Chrislove Brandt', 'Rico Hammett']",['Not_Found'],6.2,$0
Sweethearts,['Comedy'],"['Kiernan Shipka', 'Nico Hiraga', 'Caleb Hearon', 'Ava DeMary', 'Charlie Hall', 'Tramell Tillman', 'Joel Kim Booster', 'Miles Gutierrez-Riley', 'Zach Zucker', 'Christine Taylor', 'Kevin Yamada', 'Sophie Zucker', 'Darius Jackson', 'Olivia Nikkanen', 'Apoorva Gundeti', 'Subho Basu', 'Juliana Davies', 'Violet Tinnirello']",['English'],5.6,$0
Stree 2: Sarkate Ka Aatank,"['Comedy', 'Horror']","['Rajkummar Rao', 'Shraddha Kapoor', 'Pankaj Tripathi', 'Abhishek Banerjee', 'Aparshakti Khurana', 'Atul Srivastava', 'Tamannaah Bhatia', 'Varun Dhawan', 'Akshay Kumar', 'Anya Singh', 'Sunita Rajwar', 'Bhumi Rajgor', 'Sunil Kumar', 'Shruti Pandey', 'Basit Ali Basu', 'Drishant', 'Mustaqeem Shah Khan', 'Mushtaq Khan']",['Hindi'],6.9,$0
Portrait of a Scandalous Family,"['Drama', 'History']","['Vahide Perçin', 'Firat Tanis', 'Nilsu Berfin Aktas', 'Yagmur Baskurt', 'Onur Durmaz', 'Devrim Yakut', 'Azra Aksu', 'Zeynep Ebrar Karaca', 'Melih Yalçin Yilmaz', 'Cem Yigit Üzümoglu', 'Denise Capezza', 'Helin Kandemir', 'Serap Önder', 'Ibrahim Sirin', 'Nehir Topal', 'Cem Avnayim', 'Irem Kahyaoglu', 'Pascaline Dussaut']",['Turkish'],7.3,$0
The Salt Path,['Drama'],"['Jason Isaacs', 'Gillian Anderson', 'James Lance', 'Hermione Norris', 'Lloyd Hutchinson', 'Rebecca Ineson', 'Megan Placito', 'James Craven', 'Marianne Elliott', 'Pippa Hinchley', 'Bern Collaço', ""Robbie O'Neill"", 'Hannah Brownlie', 'Tucker St. Ivany', 'Lainey Shaw', 'Dan Ball', 'Jimmy Gorniak', 'Tamlyn Henderson']",['English'],8.0,$0
Stream,['Horror'],"['Jeffrey Combs', 'Charles Edwin Powell', 'Danielle Harris', 'Wesley Holloway', 'Sydney Malakeh', 'Tim Reid', 'Tim Curry', 'Dee Wallace', 'Tony Todd', 'Bill Moseley', 'Jason Leavy', 'David Howard Thornton', 'Liana Pirraglia', 'Mark Haynes', 'Michael Leavy', 'Dave Sheridan', 'Mark Holton', 'Tara Fitzgerald']",['Not_Found'],5.5,$650.0K
Let Go,['Drama'],"['Josephine Bornebusch', 'Pål Sverre Hagen', 'Sigrid Johnson', 'Olle Tikkakoski', 'Leon Mentori', 'Tone Danielsen', 'Niklas Falk', 'Irma Jämhammar', 'Mathias Lithner', 'Lola Zackow', 'Hannu Kiviaho', 'Louise Sondlo Zapata', 'Lotta Karlsson', 'Misagh Sharifian', 'Linda Kunze', 'Anton Annerfeldt', 'Lotten Roos', 'Alexandra Goncalves']",['Swedish'],7.0,$0
Find Me Falling,"['Comedy', 'Music', 'Romance']","['Harry Connick Jr.', 'Agni Scott', 'Ali Fumiko Whitney', 'Toni Dimitriou', 'Angeliki Filipidou', 'Lea Maleni', 'Athina Roditou', 'Clarence Smith', 'Yiola Klitou', 'Effie Charalambous', 'Andreas Phylactou', 'Antonis Katsaris', 'Giannis Karaoulis', 'Markos Ioulios Drousiotis', 'Alexia Paraskeva', 'Elena Christophi', 'Vasilis Mihail', 'Christodoulos Martas']",['English'],6.3,$0
Death and Other Details,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Violett Beane', 'Lauren Patten', 'Angela Zhou', 'Hugo Diego Garcia', 'Pardis Saremi', 'Linda Emond', 'Mandy Patinkin', 'Jack Cutmore-Scott', 'Danny Johnson', 'Karoline', 'Jayne Atkinson', 'Rahul Kohli', 'Jere Burns', 'Lisa Lu', 'David Marshall Grant', 'Annie Q. Riegel', 'Sincere Wilbert', 'Tamberla Perry']",['English'],6.7,$0
Thangalaan,"['Action', 'Adventure', 'Drama', 'Fantasy', 'History']","['Vikram', 'Parvathy Thiruvothu', 'Malavika Mohanan', 'Pasupathy', 'Daniel Caltagirone', 'Hari Krishnan', 'Preeti Karan', 'Vettai Muthukumar', 'Arjun Anbudan', 'Krish Hassan']",['Tamil'],6.6,$0
The Sympathizer,"['Comedy', 'Drama', 'History', 'Thriller', 'War']","['Hoa Xuande', 'Robert Downey Jr.', 'Fred Nguyen Khan', 'Vy Le', 'Phan Gia Nhat Linh', 'Tom Dang', 'Toan Le', 'Tien Pham', 'Duy Nguyen', 'Nguyen Cao Ky Duyen', 'Scott Ly', 'Alan Trong', 'Kieu Chinh', 'Sandra Oh', 'Joseph Hieu', 'Jessica Diem Truong', 'Quinn Hoàng', 'VyVy Nguyen']","['English', 'Vietnamese']",6.8,$0
Bob Marley: One Love,"['Biography', 'Drama', 'Music']","['Kingsley Ben-Adir', 'Lashana Lynch', 'James Norton', 'Tosin Cole', 'Umi Myers', 'Anthony Welsh', 'Nia Ashi', 'Aston Barrett Jr.', 'Anna-Share Blake', ""Gawaine 'J-Summa' Campbell"", 'Naomi Cowan', 'Alexx A-Game', 'Michael Gandolfini', 'Quan-Dajai Henriques', 'David Marvin Kerr Jr.', 'Hector Donald Lewis', 'Abijah Livingston', 'Nadine Marshall']",['English'],6.2,$0
White Lies,"['Crime', 'Drama', 'Thriller']","['Brendon Daniels', 'Kiroshan Naidoo', 'Natalie Dormer', 'Daniel Schultz', 'Daniel Janks', 'Sunny Yoon', 'Gavin Gomes', 'Taryn Hess', 'Clayton Evertson', 'Ivan Abrahams', 'Zena Forster', 'Roxanne Prentice', 'Thulani Nzonzo', 'Ivangely Joubert', 'Armand Aucamp', 'Lihleli Tini', 'Jack Farham', 'Shannyn Fourie']",['English'],6.1,$0
Genius,['Drama'],"['Aras Bulut Iynemli', 'Ugur Polat', 'Taner Ölmez', 'Onur Saylak', 'Melis Sezen', 'Seda Akman', 'Zuhal Gencer', 'Umutcan Ütebay', 'Eylül Ersöz', 'Abdurrahman Yunusoglu', 'Emel Göksu', 'Ogulcan Arman Uslu', 'Ahsen Eroglu', 'Taner Rumeli', 'Çagri Atakan', 'Ali Berge', 'Cenk Kangöz', 'Onur Oztoprak']",['Turkish'],7.6,$0
Year 10,"['Horror', 'Sci-Fi']","['Alexander Anderson', 'Emma Cole', 'Joseph Coleman', 'Tom Gaskin', 'King Gayle', 'Toby Goodger', 'Ellis Jones', 'Hannah Khalique-Brown', 'Duncan Lacroix', 'Jessica Zerlina Leafe', 'Luke Massy']",['Not_Found'],5.5,$0
The Surfer,['Thriller'],"['Nicolas Cage', 'Julian McMahon', 'Nicholas Cassim', 'Miranda Tapsell', 'Alexander Bertrand', 'Justin Rosniak', 'Rahel Romahn', 'Finn Little', 'Charlotte Maggi', 'James Bingham', ""Rory O'Keeffe"", 'Talon Hopper', 'Sally Clune', 'Gautier de Fontaine', 'Jake Fryer-Hornsby', 'Radek Jonak', 'Adam Leeuwenhart', 'Dean McAskil']","['English', 'French']",6.5,$0
A Shop for Killers,"['Action', 'Drama', 'Mystery', 'Thriller']","['Lee Dong-wook', 'Kim Hye-jun', 'Jo Han-sun', 'Park Ji-bin', 'Seo Hyun-woo', 'Lee Tae-young', 'Kim Jun-Bae', 'Min Kim', 'Park Kwang-jae', 'Kim Yoon-sung']","['Korean', 'Mandarin', 'Japanese', 'Thai']",8.0,$0
A Man in Full,['Drama'],"['Jeff Daniels', 'Diane Lane', 'Tom Pelphrey', 'Aml Ameen', 'Chanté Adams', 'Jon Michael Hill', 'Sarah Jones', 'William Jackson Harper', 'Lucy Liu', 'Bill Camp', 'Jerrika Hinton', 'Christian Clemenson', 'Josh Pais', 'L. Warren Young', 'Anthony Heald', 'Evan Roe', 'Atkins Estimond', 'Neal Reddy']",['English'],6.5,$0
Rust,['Western'],"['Travis Fimmel', 'Frances Fisher', 'Alec Baldwin', 'Jake Busey', 'Josh Hopkins', 'Devon Werkheiser', 'Roberto Portales', 'Travis Hammer', 'Chris Gann', 'Todd Bryant', 'Richard Gunn', 'Patrick Scott McDermott', 'Hayes Hargrove', 'David Flannigan', 'Shylo Molina', 'Bryant Carroll', 'Rio Alexander', 'Aria Alpert Adjani']",['English'],4.1,$7.0M
The Cage,"['Biography', 'Drama', 'Sport']","['Franck Gastambide', 'Melvin Boomer', 'Bosh', 'Camille de Sablet', 'Yanisse Kebbab', 'Antoine Simony', 'Taylor Lapilus', 'Vivi Vivarelli', 'Georges St-Pierre', 'Ciryl Gane', 'Adel Bencherif', 'Bilel Jkitou', 'Samir Faiddine', 'Samy Sana', 'Jon Jones', 'Matthias Quiviger', 'Gregory Defleur', 'Dimitri Storoge']",['French'],6.5,$0
The Man Who Could Not Remain Silent,"['Short', 'Drama']","['Dragan Micanovic', 'Goran Bogdan', 'Alexis Manenti', 'Lara Nekic', 'Robert Ugrina', 'Martin Kuhar', 'Silvio Mumelas', 'Kresimir Brezovec', 'Nebojsa Pop Tasic', 'Jakov Zovko', 'Priska Ugrina', 'Mijo Pavelko', 'Dusan Gojic']",['Croatian'],7.4,$0
The Shadow Strays,"['Action', 'Crime', 'Thriller']","['Aurora Ribero', 'Hana Malasan', 'Taskya Namya', 'Agra Piliang', 'Andri Mashadi', 'Kristo Immanuel', 'Adipati Dolken', 'Ali Fikry', 'Arswendy Bening Swara', 'Kin Wah Chew', 'Daniel Ekaputra', 'Tanta Ginting', 'Yayan Ruhian', 'Eva Celia Latjuba', 'Mawar Eva de Jongh', 'Hiroaki Kato', 'Nobuyuki Suzuki', 'Naomi Hitanayri Christy']","['Indonesian', 'English', 'Japanese', 'Chinese']",6.5,$0
